,Brand,Model,Variant,Year,driven kilometers,fuel,Transmission,number of owners,location,Price
317,13,98,98,2009.0,132.0,3,2,2.0,31,220000.0
318,13,113,237,2013.0,62000.0,2,2,1.0,26,300000.0
319,13,3,183,1998.0,35.0,6,1,2.0,69,40000.0
320,7,65,164,2017.0,24459.0,3,1,1.0,64,1875000.0
321,6,32,265,2011.0,70000.0,6,2,2.0,103,230000.0
322,13,87,204,2016.0,70000.0,3,2,1.0,25,595000.0
323,5,7,75,2012.0,67000.0,6,2,2.0,21,585000.0
324,21,13,123,2012.0,99492.0,3,2,2.0,64,284000.0
325,25,106,202,2016.0,35000.0,3,1,1.0,30,1745000.0
326,6,123,239,2011.0,20000.0,6,0,2.0,21,210000.0
327,13,99,229,2013.0,68000.0,3,2,2.0,57,380000.0
328,13,99,280,2017.0,119000.0,3,2,1.0,103,670000.0
329,5,23,106,2010.0,53698.0,6,2,2.0,50,199000.0
330,12,118,298,2019.0,23000.0,3,2,1.0,17,1750000.0
331,19,30,138,2013.0,124000.0,3,2,1.0,16,465000.0
332,23,105,274,2016.0,60000.0,6,2,0.0,105,619041.124137931
333,13,10,285,2018.0,8697.0,6,2,1.0,12,320000.0
334,5,11,261,2016.0,38000.0,6,2,1.0,50,355000.0
335,6,123,208,2012.0,35000.0,6,2,1.0,64,245000.0
336,14,71,191,2017.0,18000.0,3,1,1.0,50,2725000.0
337,6,53,242,2013.0,999999.0,3,2,2.0,30,325000.0
338,6,109,128,2014.0,78283.0,3,2,1.0,21,450000.0
339,13,14,14,2019.0,39291.0,6,2,1.0,27,613600.0
340,6,36,266,2018.0,17000.0,6,2,1.0,64,649000.0
341,13,8,274,2002.0,85000.0,6,2,2.0,17,69000.0
342,5,7,74,2008.0,86000.0,6,1,1.0,50,320000.0
343,6,124,118,2011.0,89390.0,6,2,1.0,82,350000.0
344,6,119,12,2015.0,85000.0,3,2,1.0,74,295000.0
345,22,40,155,2014.0,146000.0,3,2,2.0,103,470000.0
346,23,105,274,2016.0,60000.0,6,2,0.0,105,619041.124137931
347,5,24,207,2004.0,87000.0,6,2,3.0,12,118000.0
348,5,111,314,2019.0,34500.0,3,2,1.0,12,950000.0
349,21,75,274,2017.0,55.0,3,2,2.0,68,55000.0
350,12,16,308,2014.0,89000.0,3,2,2.0,17,595000.0
351,14,18,245,2018.0,18000.0,3,1,1.0,21,2800000.0
352,6,124,244,2010.0,81000.0,6,2,2.0,26,254999.0
353,22,46,83,2017.0,46000.0,6,1,2.0,21,2500000.0
354,4,43,29,2010.0,78000.0,6,2,1.0,12,260000.0
355,4,43,53,2012.0,60000.0,3,2,1.0,20,220000.0
356,6,6,193,2016.0,136.0,3,2,1.0,93,170000.0
357,6,27,62,2016.0,46393.0,6,2,1.0,30,807600.0
358,6,53,163,2016.0,30000.0,6,2,1.0,78,420000.0
359,6,53,18,2016.0,65000.0,2,2,1.0,21,425000.0
